,AND,ARG,ARM,AUS,BGD,BOL,BRA,CAN,CHL,CHN,COL,CYP,CZE,DEU,ECU,EGY,ETH,GBR,GRC,GTM,HKG,IDN,IND,IRN,IRQ,JOR,JPN,KAZ,KEN,KGZ,KOR,LBN,LBY,MAC,MAR,MDV,MEX,MMR,MNG,MYS,NGA,NIC,NIR,NLD,NZL,PAK,PER,PHL,PRI,ROU,RUS,SGP,SRB,SVK,THA,TJK,TUN,TUR,TWN,UKR,URY,USA,UZB,VEN,VNM,ZWE
COL,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.049536339938640594,0.020256035029888153,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.03664765506982803,0.0,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.019390732049942017,0.020329251885414124,0.020329251885414124,0.03201829828321934,0.020329251885414124,0.0160912424325943,0.017261996865272522,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.016764648258686066,0.020329251885414124,0.020329251885414124,0.026159748435020447,0.020329251885414124,0.020329251885414124,0.023056648671627045,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.04323633760213852,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.02439006417989731,0.017701663076877594,0.02415379323065281,0.020329251885414124,0.02765529230237007,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.019994664937257767,0.02497503161430359,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.020329251885414124,0.013744115829467773,0.016228612512350082,0.014832057058811188,0.017238104715943336
CYP,0.01088368333876133,0.013785673305392265,0.009518690407276154,0.006140499375760555,0.049536339938640594,0.005664000287652016,0.008687401190400124,0.006140499375760555,0.009679516777396202,0.03664765506982803,0.020329251885414124,0.0,0.021357564255595207,0.006140499375760555,0.014029182493686676,0.016051094979047775,0.018918372690677643,0.006140499375760555,0.006140499375760555,0.036921143531799316,0.011623717844486237,0.014337301254272461,0.017261996865272522,0.006972676143050194,0.007751937955617905,0.016562385484576225,0.00751563161611557,0.011146105825901031,0.006576180458068848,0.01222609169781208,0.026159748435020447,0.0029607433825731277,0.005634469911456108,0.023056648671627045,0.011990197002887726,0.0039006033912301064,0.006340250372886658,0.012499092146754265,0.006140499375760555,0.008183520287275314,0.008664919063448906,0.04323633760213852,0.006287088617682457,0.006140499375760555,0.006140499375760555,0.02439006417989731,0.015238597989082336,0.02415379323065281,0.014521345496177673,0.02765529230237007,0.004001187160611153,0.007906388491392136,0.007957890629768372,0.013597514480352402,0.006556730717420578,0.012231705710291862,0.023408962413668633,0.02497503161430359,0.005409015342593193,0.0149159487336874,0.006140499375760555,0.005952769890427589,0.013744115829467773,0.02193499356508255,0.012987013906240463,0.01918536052107811
CZE,0.013029560446739197,0.01963358372449875,0.021357564255595207,0.021357564255595207,0.049536339938640594,0.01876877248287201,0.015911463648080826,0.021357564255595207,0.016587495803833008,0.03664765506982803,0.020329251885414124,0.021357564255595207,0.0,0.021357564255595207,0.016931768506765366,0.016497857868671417,0.018918372690677643,0.021357564255595207,0.021357564255595207,0.036921143531799316,0.013978257775306702,0.020057164132595062,0.017261996865272522,0.021357564255595207,0.021019741892814636,0.01197001338005066,0.01876877248287201,0.0183524452149868,0.021357564255595207,0.016497857868671417,0.026159748435020447,0.02088727056980133,0.021357564255595207,0.023056648671627045,0.016931768506765366,0.021357564255595207,0.02088727056980133,0.016497857868671417,0.021357564255595207,0.021357564255595207,0.021357564255595207,0.04323633760213852,0.021357564255595207,0.021357564255595207,0.021357564255595207,0.01990346983075142,0.015238597989082336,0.012227926403284073,0.015055164694786072,0.02765529230237007,0.021357564255595207,0.021357564255595207,0.02088727056980133,0.011320095509290695,0.017425552010536194,0.015543080866336823,0.01514577865600586,0.02497503161430359,0.021019741892814636,0.013547383248806,0.021357564255595207,0.021357564255595207,0.01909010484814644,0.020244963467121124,0.021357564255595207,0.01918536052107811
DEU,0.01088368333876133,0.013785673305392265,0.01049855537712574,0.0016220463439822197,0.049536339938640594,0.006819726899266243,0.008687401190400124,0.0045809317380189896,0.009679516777396202,0.03664765506982803,0.020329251885414124,0.006140499375760555,0.021357564255595207,0.0,0.014029182493686676,0.016051094979047775,0.018918372690677643,0.0026397118344902992,0.0038742851465940475,0.036921143531799316,0.011680524796247482,0.014337301254272461,0.017261996865272522,0.010621738154441118,0.010997986886650324,0.016562385484576225,0.00751563161611557,0.011146105825901031,0.006576180458068848,0.01222609169781208,0.026159748435020447,0.003936635330319405,0.005634469911456108,0.023056648671627045,0.01456758938729763,0.004208225756883621,0.008328908123075962,0.012499092146754265,0.0024596615694463253,0.008183520287275314,0.00888265110552311,0.04323633760213852,0.006911693140864372,0.003758104518055916,0.005098208785057068,0.02439006417989731,0.015238597989082336,0.02415379323065281,0.014521345496177673,0.02765529230237007,0.00588833075016737,0.007906388491392136,0.007957890629768372,0.013597514480352402,0.006556730717420578,0.012231705710291862,0.023408962413668633,0.02497503161430359,0.005409015342593193,0.0149159487336874,0.002228330820798874,0.0039768097922205925,0.013744115829467773,0.02193499356508255,0.012987013906240463,0.01918536052107811
ECU,0.00881834328174591,0.014029182493686676,0.014029182493686676,0.014029182493686676,0.049536339938640594,0.014029182493686676,0.012025013566017151,0.014029182493686676,0.009315983392298222,0.03664765506982803,0.020329251885414124,0.014029182493686676,0.016931768506765366,0.014029182493686676,0.0,0.015251923352479935,0.01782532036304474,0.014029182493686676,0.014029182493686676,0.036921143531799316,0.011680524796247482,0.014337301254272461,0.017261996865272522,0.014029182493686676,0.010997986886650324,0.014029182493686676,0.014029182493686676,0.014029182493686676,0.012753799557685852,0.014029182493686676,0.026159748435020447,0.014029182493686676,0.014029182493686676,0.023056648671627045,0.01456758938729763,0.014029182493686676,0.014029182493686676,0.014029182493686676,0.014029182493686676,0.013279527425765991,0.014029182493686676,0.04323633760213852,0.014029182493686676,0.014029182493686676,0.009043604135513306,0.024226438254117966,0.015238597989082336,0.014415305107831955,0.0068993717432022095,0.02765529230237007,0.014029182493686676,0.009043604135513306,0.014029182493686676,0.009898100048303604,0.014029182493686676,0.014029182493686676,0.015809986740350723,0.02497503161430359,0.013152360916137695,0.014029182493686676,0.014029182493686676,0.014029182493686676,0.011531811207532883,0.01796995848417282,0.012368585914373398,0.019130699336528778
EGY,0.013803120702505112,0.006853211671113968,0.013812506571412086,0.016051094979047775,0.049536339938640594,0.014041155576705933,0.00929480791091919,0.016051094979047775,0.016051094979047775,0.03664765506982803,0.020329251885414124,0.016051094979047775,0.016497857868671417,0.016051094979047775,0.015251923352479935,0.0,0.018918372690677643,0.016051094979047775,0.016051094979047775,0.036921143531799316,0.015352049842476845,0.015352049842476845,0.017261996865272522,0.016051094979047775,0.016051094979047775,0.009809732437133789,0.015352049842476845,0.015352049842476845,0.016051094979047775,0.015352049842476845,0.026159748435020447,0.016051094979047775,0.016051094979047775,0.023056648671627045,0.010306376963853836,0.016051094979047775,0.016051094979047775,0.015352049842476845,0.016051094979047775,0.014615021646022797,0.014441922307014465,0.04323633760213852,0.016051094979047775,0.016051094979047775,0.016051094979047775,0.01645548827946186,0.015352049842476845,0.02415379323065281,0.016051094979047775,0.02765529230237007,0.01374933123588562,0.016051094979047775,0.015352049842476845,0.016051094979047775,0.016051094979047775,0.015352049842476845,0.023408962413668633,0.02497503161430359,0.016051094979047775,0.011684063822031021,0.016051094979047775,0.016051094979047775,0.016051094979047775,0.02193499356508255,0.016051094979047775,0.01918536052107811
ETH,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.049536339938640594,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.022834308445453644,0.019390732049942017,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.01782532036304474,0.018918372690677643,0.0,0.018918372690677643,0.018918372690677643,0.03201829828321934,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.026159748435020447,0.018918372690677643,0.018918372690677643,0.023056648671627045,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.04323633760213852,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.014786764979362488,0.018918372690677643,0.018918372690677643,0.02765529230237007,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.022380001842975616,0.02497503161430359,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.018918372690677643,0.02193499356508255,0.018918372690677643,0.01918536052107811
GBR,0.01088368333876133,0.013785673305392265,0.01049855537712574,0.0029984666034579277,0.049536339938640594,0.006819726899266243,0.008687401190400124,0.0045809317380189896,0.009679516777396202,0.03664765506982803,0.020329251885414124,0.006140499375760555,0.021357564255595207,0.0026397118344902992,0.014029182493686676,0.016051094979047775,0.018918372690677643,0.0,0.0038742851465940475,0.036921143531799316,0.011680524796247482,0.014337301254272461,0.017261996865272522,0.010621738154441118,0.010884379968047142,0.016562385484576225,0.00751563161611557,0.011146105825901031,0.006576180458068848,0.01222609169781208,0.026159748435020447,0.003936635330319405,0.005634469911456108,0.023056648671627045,0.01456758938729763,0.004208225756883621,0.008328908123075962,0.012499092146754265,0.0030963486060500145,0.008183520287275314,0.00888265110552311,0.04323633760213852,0.006911693140864372,0.0032307617366313934,0.005098208785057068,0.02439006417989731,0.015238597989082336,0.02415379323065281,0.014521345496177673,0.02765529230237007,0.00588833075016737,0.007906388491392136,0.007957890629768372,0.013597514480352402,0.006556730717420578,0.012231705710291862,0.023408962413668633,0.02497503161430359,0.005409015342593193,0.0149159487336874,0.0029923636466264725,0.0039768097922205925,0.013744115829467773,0.02193499356508255,0.012987013906240463,0.01918536052107811
GRC,0.01088368333876133,0.013307938352227211,0.00765228271484375,0.0038742851465940475,0.049536339938640594,0.005933508276939392,0.008646246045827866,0.0045809317380189896,0.009679516777396202,0.03664765506982803,0.020329251885414124,0.006140499375760555,0.021357564255595207,0.0038742851465940475,0.014029182493686676,0.016051094979047775,0.018918372690677643,0.0038742851465940475,0.0,0.036921143531799316,0.009437352418899536,0.014337301254272461,0.017261996865272522,0.009897338226437569,0.010037695989012718,0.016562385484576225,0.00751563161611557,0.011146105825901031,0.006576180458068848,0.01222609169781208,0.026159748435020447,0.003936635330319405,0.005634469911456108,0.023056648671627045,0.010800722986459732,0.004208225756883621,0.008328908123075962,0.012499092146754265,0.0038742851465940475,0.008183520287275314,0.00888265110552311,0.04323633760213852,0.006911693140864372,0.00468115508556366,0.005098208785057068,0.024050027132034302,0.015238597989082336,0.02415379323065281,0.014521345496177673,0.02765529230237007,0.004181917756795883,0.007906388491392136,0.006336536258459091,0.013597514480352402,0.006556730717420578,0.012231705710291862,0.023408962413668633,0.02497503161430359,0.005409015342593193,0.0149159487336874,0.0038742851465940475,0.0038742851465940475,0.013744115829467773,0.02193499356508255,0.012987013906240463,0.01918536052107811
GTM,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.049536339938640594,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.03201829828321934,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.03201829828321934,0.036921143531799316,0.036921143531799316,0.0,0.036921143531799316,0.03201829828321934,0.028166085481643677,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.033540159463882446,0.036921143531799316,0.036921143531799316,0.03486888110637665,0.036921143531799316,0.036921143531799316,0.028733335435390472,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.03967663645744324,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.03201829828321934,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.03578510880470276,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.036921143531799316,0.02997695654630661,0.030921459197998047,0.036921143531799316,0.02997695654630661
HKG,0.011680524796247482,0.012460127472877502,0.00892975740134716,0.011680524796247482,0.049536339938640594,0.006548196077346802,0.008621061220765114,0.011680524796247482,0.010917354375123978,0.03664765506982803,0.020329251885414124,0.011623717844486237,0.013978257775306702,0.011680524796247482,0.011680524796247482,0.015352049842476845,0.018918372690677643,0.011680524796247482,0.009437352418899536,0.036921143531799316,0.0,0.014337301254272461,0.017261996865272522,0.010621738154441118,0.011680524796247482,0.012392669916152954,0.011680524796247482,0.011680524796247482,0.011680524796247482,0.00892975740134716,0.026159748435020447,0.011680524796247482,0.011680524796247482,0.023056648671627045,0.010844768956303596,0.010917354375123978,0.00892975740134716,0.009091204963624477,0.011680524796247482,0.00892975740134716,0.011052053421735764,0.04323633760213852,0.011680524796247482,0.011680524796247482,0.011680524796247482,0.020666716620326042,0.015238597989082336,0.018986277282238007,0.00953848659992218,0.02765529230237007,0.009741086512804031,0.011680524796247482,0.00892975740134716,0.011680524796247482,0.011390652507543564,0.00881960242986679,0.01865217834711075,0.02497503161430359,0.011680524796247482,0.010815300047397614,0.011680524796247482,0.011680524796247482,0.011680524796247482,0.02193499356508255,0.012368585914373398,0.01918536052107811
IDN,0.014337301254272461,0.014337301254272461,0.014337301254272461,0.014337301254272461,0.049536339938640594,0.014337301254272461,0.014337301254272461,0.014337301254272461,0.014337301254272461,0.03664765506982803,0.0160912424325943,0.014337301254272461,0.020057164132595062,0.014337301254272461,0.014337301254272461,0.015352049842476845,0.018918372690677643,0.014337301254272461,0.014337301254272461,0.03201829828321934,0.014337301254272461,0.0,0.014697980135679245,0.014337301254272461,0.014337301254272461,0.014337301254272461,0.014337301254272461,0.0114913210272789,0.014337301254272461,0.014337301254272461,0.026159748435020447,0.014337301254272461,0.014337301254272461,0.023056648671627045,0.014337301254272461,0.014337301254272461,0.014337301254272461,0.014337301254272461,0.014337301254272461,0.014337301254272461,0.014337301254272461,0.04323633760213852,0.014337301254272461,0.014337301254272461,0.014337301254272461,0.021193332970142365,0.015238597989082336,0.02415379323065281,0.014521345496177673,0.02765529230237007,0.014337301254272461,0.014337301254272461,0.014337301254272461,0.014337301254272461,0.014337301254272461,0.014337301254272461,0.023408962413668633,0.02497503161430359,0.014337301254272461,0.014337301254272461,0.014337301254272461,0.014337301254272461,0.013744115829467773,0.02193499356508255,0.014337301254272461,0.01918536052107811
