sexo,escol,Tam_loc,agg_authoritarian_security_tradeoff,agg_institutional_trust_justice,agg_perceived_discrimination_social_exclusion,agg_rights_awareness_personal_experience,agg_social_rights_service_quality
2.0,1.0,4.0,4.0,5.95,3.25,2.125,7.375
2.0,1.0,3.0,3.625,4.15,2.125,2.125,7.0
1.0,3.0,2.0,2.125,4.6,2.575,1.75,8.125
1.0,4.0,2.0,2.5,3.7,2.125,1.375,8.125
1.0,1.0,4.0,3.625,1.9,4.15,1.75,7.75
2.0,3.0,1.0,5.875,1.9,2.125,2.125,8.5
1.0,4.0,2.0,3.25,3.7,2.35,2.125,7.375
1.0,4.0,2.0,3.625,4.15,4.375,2.125,7.0
1.0,1.0,4.0,4.0,5.5,2.35,1.75,8.5
2.0,2.0,4.0,4.0,3.7,2.575,1.375,8.875
2.0,3.0,1.0,4.0,4.15,3.25,2.125,7.75
2.0,2.0,4.0,3.625,5.05,1.675,2.125,8.5
2.0,4.0,3.0,3.25,4.15,2.575,1.75,8.875
1.0,2.0,1.0,3.625,3.7,2.35,2.125,9.25
2.0,2.0,2.0,4.0,4.6,1.45,2.125,8.125
1.0,4.0,1.0,2.875,4.15,2.125,2.125,9.25
2.0,3.0,2.0,4.0,5.05,2.125,2.125,9.25
2.0,3.0,1.0,4.375,3.7,3.9250000000000003,2.125,8.5
2.0,5.0,3.0,4.0,3.7,2.35,1.75,8.5
2.0,5.0,1.0,3.625,3.7,1.9,2.125,8.125
1.0,2.0,1.0,2.875,4.6,2.125,2.125,8.5
1.0,2.0,1.0,2.875,4.15,2.35,2.125,8.5
1.0,3.0,3.0,3.625,4.15,2.575,2.125,8.875
1.0,3.0,3.0,4.0,4.6,2.8,2.125,8.875
1.0,3.0,1.0,3.25,4.6,2.125,2.125,8.5
2.0,4.0,1.0,2.875,4.15,2.35,2.125,8.125
1.0,3.0,3.0,4.0,3.7,3.025,1.0,7.75
2.0,2.0,1.0,4.375,4.15,2.35,2.125,8.125
2.0,3.0,3.0,4.375,3.7,2.125,6.625,7.375
1.0,1.0,4.0,6.25,4.6,2.35,2.125,8.5
2.0,4.0,1.0,4.0,3.7,2.125,2.125,7.375
1.0,3.0,4.0,3.625,3.25,2.35,1.75,8.5
1.0,3.0,1.0,4.75,3.7,3.475,2.125,8.5
1.0,3.0,2.0,1.75,4.6,1.9,1.75,7.75
2.0,3.0,1.0,2.875,5.05,4.15,1.75,8.125
1.0,2.0,2.0,2.5,5.05,2.8,1.0,8.875
2.0,1.0,4.0,2.875,5.05,1.675,6.625,8.5
1.0,3.0,1.0,2.875,4.15,2.35,2.125,8.125
2.0,2.0,2.0,4.0,5.05,2.575,1.75,8.125
1.0,1.0,1.0,3.25,5.05,3.25,4.0,6.625
2.0,3.0,2.0,3.25,5.05,3.6999999999999997,2.125,8.875
2.0,2.0,1.0,4.75,3.7,2.35,2.125,8.875
1.0,3.0,1.0,2.5,4.15,3.9250000000000003,2.125,8.5
2.0,4.0,4.0,4.375,5.05,2.35,2.125,8.125
1.0,4.0,1.0,4.0,4.6,2.35,2.125,7.75
1.0,3.0,1.0,2.125,4.15,2.125,2.125,8.5
1.0,4.0,1.0,3.25,3.7,3.025,1.75,9.25
1.0,4.0,1.0,2.5,4.15,2.8,1.75,8.125
2.0,2.0,1.0,4.0,3.7,2.35,4.375,7.375
2.0,3.0,1.0,4.0,4.15,2.35,1.75,8.125
1.0,2.0,2.0,3.25,7.75,2.35,2.125,8.125
1.0,1.0,1.0,4.0,3.7,2.35,4.375,7.375
2.0,4.0,1.0,3.625,1.9,6.3999999999999995,4.375,8.5
1.0,3.0,1.0,4.0,3.7,2.35,4.375,8.125
2.0,3.0,1.0,4.0,4.15,6.175,1.75,7.75
2.0,1.0,4.0,4.375,4.15,3.9250000000000003,7.0,9.25
2.0,3.0,2.0,5.5,1.45,4.825,2.125,8.125
2.0,3.0,2.0,4.0,4.15,4.15,2.125,8.125
2.0,4.0,2.0,3.625,3.7,2.125,4.0,7.375
2.0,3.0,2.0,4.375,6.85,3.025,1.75,8.5
2.0,5.0,2.0,2.875,4.15,2.575,2.125,8.875
1.0,1.0,2.0,5.5,6.85,3.6999999999999997,2.125,8.5
1.0,1.0,2.0,4.75,4.6,8.875,2.125,7.0
2.0,2.0,2.0,3.625,4.15,6.625,2.125,6.625
1.0,3.0,2.0,4.0,6.85,4.15,2.125,8.5
2.0,2.0,3.0,4.0,4.6,2.8,1.375,8.5
1.0,4.0,1.0,3.625,4.6,4.15,1.75,7.0
2.0,4.0,1.0,3.25,4.15,2.35,2.125,8.5
1.0,4.0,1.0,4.0,3.7,2.8,2.125,9.25
1.0,4.0,1.0,4.75,3.7,4.375,4.0,8.875
1.0,4.0,2.0,3.625,4.6,2.125,1.75,8.875
2.0,3.0,2.0,3.25,3.7,2.125,2.125,8.875
1.0,3.0,1.0,3.625,5.05,2.35,1.75,9.25
2.0,3.0,1.0,4.0,4.6,3.475,1.75,9.25
2.0,2.0,2.0,3.25,2.35,2.125,2.125,9.25
1.0,4.0,3.0,3.625,2.35,2.125,1.375,7.375
2.0,3.0,1.0,3.25,3.25,2.125,1.75,9.625
1.0,3.0,2.0,2.125,4.6,2.35,2.125,8.5
1.0,2.0,2.0,10.0,4.6,10.0,10.0,1.0
2.0,2.0,2.0,1.75,5.5,2.35,2.125,9.625
1.0,2.0,2.0,7.375,4.6,10.0,10.0,3.25
1.0,2.0,1.0,2.125,1.0,5.2749999999999995,1.375,8.125
1.0,2.0,2.0,3.25,5.05,2.125,2.125,8.875
2.0,1.0,2.0,10.0,4.6,10.0,10.0,1.0
2.0,2.0,2.0,6.25,7.3,8.425,10.0,2.875
1.0,5.0,3.0,2.5,3.7,3.25,1.75,8.875
2.0,4.0,2.0,2.5,4.15,2.8,2.125,8.125
2.0,3.0,1.0,3.25,4.15,2.35,2.125,9.25
1.0,2.0,1.0,2.5,4.6,2.35,1.75,9.25
2.0,2.0,3.0,3.625,5.05,2.125,2.125,8.875
2.0,4.0,4.0,3.625,3.25,2.575,1.375,8.125
1.0,3.0,4.0,1.75,2.8,2.575,1.75,8.875
2.0,3.0,4.0,1.75,4.6,2.35,1.75,8.5
1.0,1.0,1.0,4.0,4.15,3.6999999999999997,2.125,7.375
2.0,2.0,1.0,2.125,3.7,3.475,4.375,7.75
1.0,1.0,4.0,2.125,3.7,2.575,1.75,7.75
1.0,2.0,4.0,2.5,4.15,2.35,4.375,7.75
2.0,3.0,1.0,3.625,4.6,2.125,1.75,7.75
2.0,4.0,1.0,1.75,4.15,2.8,2.125,8.5
2.0,3.0,1.0,2.875,4.15,2.8,2.125,8.125
2.0,4.0,1.0,3.25,4.6,2.125,2.125,8.125
1.0,3.0,1.0,4.0,3.25,2.35,2.125,9.25
1.0,4.0,1.0,2.5,3.7,2.35,2.125,8.125
2.0,1.0,4.0,4.0,6.85,5.95,4.375,8.125
1.0,4.0,1.0,3.25,4.15,1.675,2.125,8.125
1.0,3.0,1.0,3.625,5.5,2.125,2.125,8.5
2.0,4.0,2.0,3.625,5.05,2.575,1.375,9.625
1.0,3.0,2.0,3.625,4.6,3.9250000000000003,4.375,8.125
1.0,4.0,1.0,4.375,4.15,2.125,2.125,9.25
2.0,1.0,2.0,2.875,4.15,2.125,1.375,8.5
1.0,2.0,1.0,4.75,4.6,2.125,2.125,8.875
2.0,2.0,1.0,3.25,3.25,2.35,2.125,8.5
1.0,3.0,3.0,4.0,3.7,3.475,1.75,8.875
2.0,3.0,1.0,3.25,3.7,2.575,2.125,8.125
1.0,3.0,3.0,1.375,5.5,1.9,2.125,10.0
2.0,2.0,1.0,4.0,4.15,2.575,2.125,8.5
2.0,4.0,1.0,4.0,5.05,2.575,2.125,8.875
2.0,4.0,3.0,3.625,4.15,1.9,2.125,8.125
2.0,3.0,1.0,4.375,4.6,1.9,2.125,9.625
1.0,4.0,1.0,2.125,4.15,2.35,1.75,7.0
2.0,4.0,1.0,3.625,1.9,2.575,2.125,8.125
1.0,4.0,3.0,4.0,4.15,3.9250000000000003,2.125,7.75
2.0,3.0,3.0,3.625,3.25,2.125,1.75,7.75
1.0,4.0,1.0,2.125,4.15,2.35,2.125,8.875
2.0,3.0,1.0,3.25,4.15,2.8,1.75,7.375
1.0,4.0,1.0,3.625,4.15,2.8,1.75,7.75
2.0,4.0,1.0,4.0,5.5,2.575,2.125,9.25
2.0,2.0,2.0,7.375,4.6,8.425,10.0,6.625
2.0,1.0,4.0,3.625,4.15,1.9,1.75,7.0
2.0,3.0,1.0,2.5,3.25,2.35,2.125,8.5
1.0,9.0,3.0,4.375,4.15,2.125,1.75,8.125
2.0,3.0,3.0,4.0,3.25,2.35,2.125,8.125
1.0,3.0,1.0,4.375,5.05,2.35,2.125,9.625
2.0,3.0,1.0,3.625,5.05,2.125,1.75,9.25
2.0,2.0,1.0,3.25,3.7,2.8,2.125,8.125
1.0,3.0,1.0,2.5,3.7,2.125,2.125,9.25
1.0,4.0,3.0,2.5,3.7,2.35,1.75,8.125
2.0,4.0,1.0,2.875,4.15,2.125,2.125,8.875
2.0,2.0,1.0,3.25,3.7,2.575,2.125,9.25
2.0,2.0,3.0,3.625,4.15,3.475,1.75,8.125
1.0,4.0,1.0,2.5,4.15,2.575,2.125,8.5
2.0,3.0,2.0,4.375,4.15,2.125,2.125,9.625
2.0,3.0,1.0,3.25,3.7,2.35,1.75,7.75
1.0,1.0,2.0,2.875,5.05,2.125,2.125,9.25
1.0,2.0,2.0,2.5,4.6,2.125,1.75,8.125
2.0,3.0,1.0,3.25,5.05,2.35,1.75,9.625
1.0,3.0,1.0,3.25,4.6,2.8,2.125,9.25
2.0,2.0,1.0,7.0,1.45,4.375,2.125,8.5
1.0,4.0,1.0,2.875,4.15,2.125,2.125,8.875
2.0,4.0,1.0,3.625,4.15,2.575,1.0,7.375
2.0,4.0,1.0,4.375,3.7,2.575,4.375,8.875
1.0,3.0,4.0,4.75,4.15,4.825,4.375,7.75
2.0,3.0,1.0,3.625,3.7,2.35,1.75,8.5
2.0,2.0,4.0,4.0,3.7,4.825,1.75,8.125
2.0,2.0,1.0,4.0,3.7,2.35,2.125,8.125
1.0,5.0,1.0,4.75,4.15,2.35,2.125,8.125
2.0,3.0,1.0,4.0,3.25,2.125,2.125,7.75
2.0,4.0,3.0,3.25,1.45,2.125,1.75,7.75
2.0,1.0,2.0,4.0,3.7,1.9,2.125,8.875
1.0,4.0,3.0,3.25,5.95,2.8,1.75,8.125
1.0,1.0,1.0,3.25,4.15,2.35,2.125,8.875
2.0,1.0,4.0,4.375,7.3,3.9250000000000003,6.625,5.875
1.0,4.0,1.0,4.375,4.6,3.25,1.0,8.875
2.0,3.0,4.0,2.125,4.6,1.9,4.75,8.875
2.0,4.0,2.0,3.25,4.6,2.8,2.125,9.625
1.0,4.0,1.0,2.5,3.25,1.675,2.125,7.75
2.0,4.0,1.0,2.5,3.25,4.375,2.125,8.875
2.0,2.0,1.0,4.375,5.05,3.025,1.75,8.875
1.0,3.0,1.0,3.25,4.15,2.125,4.375,8.5
2.0,3.0,2.0,2.125,3.25,1.9,2.125,9.25
2.0,2.0,2.0,2.5,5.05,2.125,1.75,8.875
1.0,3.0,1.0,4.375,3.7,2.8,1.0,8.5
1.0,4.0,1.0,5.125,2.8,2.125,2.125,7.75
1.0,5.0,1.0,2.875,3.25,2.575,1.375,7.75
2.0,2.0,2.0,1.375,4.6,1.45,1.0,10.0
2.0,1.0,1.0,4.0,5.95,2.35,1.75,8.875
2.0,4.0,1.0,2.875,3.7,2.125,1.75,9.25
2.0,1.0,4.0,3.625,4.15,1.9,1.75,7.0
1.0,1.0,4.0,3.625,4.15,4.15,1.75,8.875
2.0,3.0,3.0,4.0,6.85,1.9,1.75,8.5
2.0,4.0,2.0,3.625,4.15,1.9,2.125,8.875
1.0,3.0,1.0,4.375,4.15,2.125,2.125,9.25
1.0,3.0,1.0,1.75,4.15,1.9,2.125,8.875
1.0,5.0,1.0,2.5,5.05,2.35,2.125,8.5
2.0,2.0,4.0,2.875,4.6,2.575,2.125,8.5
2.0,4.0,3.0,4.375,3.25,2.8,2.125,8.5
2.0,4.0,3.0,4.375,3.25,2.575,2.125,8.5
1.0,2.0,4.0,2.875,3.25,1.9,1.0,7.0
2.0,2.0,2.0,1.375,3.7,1.45,1.75,9.625
1.0,2.0,2.0,3.625,4.15,2.35,4.375,7.75
2.0,2.0,2.0,4.375,2.8,2.575,1.0,7.0
2.0,1.0,2.0,1.0,4.6,1.0,1.0,10.0
1.0,2.0,1.0,3.25,5.95,1.9,1.75,7.75
2.0,4.0,2.0,4.0,4.15,2.575,1.0,9.25
1.0,3.0,4.0,2.875,7.3,2.125,2.125,9.25
2.0,3.0,1.0,4.0,4.15,3.9250000000000003,1.75,9.625
1.0,3.0,2.0,4.0,4.6,2.125,1.75,8.5
2.0,4.0,1.0,4.0,5.95,2.35,2.125,8.875
1.0,4.0,4.0,3.625,3.7,2.125,2.125,6.625
2.0,2.0,2.0,3.625,5.05,1.9,1.375,8.5
2.0,1.0,1.0,3.25,4.15,1.2249999999999999,2.125,8.5
2.0,2.0,1.0,2.125,4.6,1.9,1.75,7.375
1.0,3.0,2.0,1.75,4.15,2.575,2.125,8.125
1.0,3.0,3.0,3.625,4.15,2.575,2.125,9.25
1.0,3.0,3.0,4.0,4.6,2.575,2.125,9.25
2.0,3.0,1.0,3.25,4.15,2.8,1.75,7.75
2.0,3.0,4.0,3.625,6.85,2.125,2.125,8.5
1.0,2.0,2.0,3.625,5.05,2.8,1.75,8.125
2.0,4.0,1.0,3.25,3.25,2.125,2.125,7.75
2.0,1.0,4.0,3.625,4.15,1.675,1.375,8.5
1.0,3.0,4.0,2.875,5.5,2.575,2.125,8.125
1.0,4.0,2.0,3.625,5.05,2.35,1.75,9.25
2.0,3.0,3.0,2.875,5.05,2.125,1.75,7.375
1.0,5.0,3.0,3.625,4.15,2.8,1.75,9.25
1.0,3.0,1.0,2.125,5.05,1.675,1.75,8.875
2.0,2.0,1.0,4.0,6.4,3.025,2.125,7.375
1.0,1.0,1.0,3.625,5.5,2.575,2.125,8.875
2.0,4.0,2.0,4.0,3.7,2.575,1.75,8.125
1.0,2.0,1.0,4.375,5.05,2.8,1.75,7.375
1.0,4.0,1.0,3.25,3.7,2.35,1.375,7.75
2.0,3.0,2.0,4.0,5.5,5.7250000000000005,10.0,7.75
2.0,2.0,1.0,1.75,5.05,2.125,1.375,9.625
2.0,4.0,2.0,1.75,4.15,1.45,1.75,9.25
2.0,3.0,1.0,2.5,4.6,2.125,2.125,8.875
1.0,3.0,1.0,4.75,4.15,4.825,1.75,7.0
2.0,3.0,1.0,4.0,4.15,2.575,1.375,9.25
1.0,3.0,2.0,4.375,4.15,2.575,1.75,8.875
1.0,4.0,1.0,2.5,3.7,2.125,1.375,8.125
1.0,1.0,4.0,2.5,5.95,2.8,2.125,5.5
2.0,3.0,3.0,4.0,4.15,2.35,1.0,7.0
2.0,3.0,1.0,4.0,3.7,2.35,4.375,8.5
1.0,4.0,2.0,2.875,4.15,2.125,2.125,7.0
1.0,1.0,4.0,3.625,1.9,2.125,4.0,8.125
2.0,3.0,1.0,2.5,3.7,2.575,1.375,6.625
1.0,1.0,1.0,3.625,4.15,2.575,1.75,8.875
1.0,4.0,1.0,3.625,3.25,2.35,1.375,9.625
2.0,2.0,4.0,4.0,3.25,3.025,2.125,9.25
2.0,4.0,1.0,4.0,4.15,2.125,2.125,8.5
1.0,3.0,4.0,2.5,3.25,2.575,6.625,7.375
1.0,1.0,4.0,2.875,4.15,2.575,1.375,7.75
2.0,3.0,2.0,4.375,4.6,4.15,2.125,8.5
1.0,3.0,1.0,2.875,3.25,2.35,2.125,7.375
2.0,2.0,1.0,2.5,4.15,1.9,2.125,7.75
1.0,3.0,1.0,3.25,4.15,2.35,1.375,8.5
2.0,1.0,1.0,4.375,10.0,1.9,4.75,8.5
2.0,2.0,2.0,3.625,4.15,2.575,1.375,8.5
2.0,2.0,1.0,3.25,4.6,2.125,1.75,9.25
2.0,4.0,1.0,4.375,3.7,2.125,1.75,8.875
2.0,3.0,4.0,3.25,4.15,2.125,1.375,7.75
1.0,4.0,2.0,4.0,4.15,2.125,2.125,9.625
2.0,2.0,1.0,3.625,7.3,1.45,1.75,8.5
2.0,1.0,4.0,4.0,3.7,2.8,2.125,8.875
2.0,4.0,2.0,2.125,4.15,1.9,2.125,9.25
1.0,3.0,1.0,3.625,4.15,1.675,4.75,8.125
1.0,4.0,1.0,3.25,4.15,2.35,1.75,7.0
1.0,3.0,3.0,3.25,3.7,4.825,2.125,8.875
1.0,4.0,1.0,3.625,6.4,4.375,2.125,8.875
2.0,1.0,4.0,3.25,4.15,2.575,1.75,9.25
1.0,1.0,1.0,3.625,5.05,2.575,2.125,9.25
2.0,1.0,3.0,4.0,3.7,2.35,2.125,8.875
1.0,2.0,2.0,2.125,5.05,1.9,2.125,8.125
1.0,3.0,3.0,3.625,4.15,1.675,1.375,6.25
2.0,4.0,1.0,4.0,8.2,1.9,2.125,8.875
1.0,1.0,1.0,2.875,4.15,2.35,2.125,8.875
2.0,3.0,1.0,3.25,4.15,2.35,1.0,7.375
2.0,3.0,1.0,3.25,4.6,1.9,1.75,8.875
1.0,4.0,4.0,4.375,4.15,2.125,1.75,8.125
1.0,3.0,1.0,3.25,4.6,5.5,1.75,8.875
1.0,4.0,1.0,3.25,4.15,3.025,2.125,8.5
1.0,1.0,3.0,2.875,3.7,1.675,1.75,7.0
1.0,3.0,1.0,4.0,4.6,3.25,2.125,8.875
2.0,3.0,1.0,3.25,4.6,2.575,1.75,9.25
1.0,3.0,3.0,4.375,4.15,2.35,4.0,8.5
2.0,4.0,1.0,2.5,4.6,2.575,2.125,8.125
1.0,3.0,4.0,4.0,4.15,2.575,1.75,7.75
2.0,4.0,3.0,2.5,6.4,2.125,2.125,8.125
2.0,1.0,2.0,2.875,4.15,3.9250000000000003,2.125,8.5
2.0,1.0,2.0,3.625,4.15,1.9,2.125,7.375
1.0,4.0,1.0,4.0,4.6,1.9,1.75,7.375
1.0,3.0,1.0,3.625,4.6,2.575,2.125,8.125
2.0,3.0,1.0,3.25,4.6,2.35,2.125,8.125
2.0,1.0,1.0,2.875,4.6,2.125,2.125,9.25
2.0,4.0,1.0,3.25,4.15,2.575,2.125,8.5
2.0,3.0,1.0,3.25,4.6,2.35,2.125,7.75
2.0,3.0,2.0,4.75,4.15,3.025,2.125,7.75
2.0,2.0,2.0,2.125,3.7,2.125,1.75,7.375
2.0,4.0,1.0,3.25,4.15,2.35,4.75,8.125
2.0,4.0,2.0,3.25,2.35,2.125,2.125,8.5
1.0,1.0,1.0,4.0,3.7,3.9250000000000003,6.625,7.75
1.0,3.0,1.0,4.375,5.05,2.125,2.125,9.625
1.0,3.0,1.0,3.25,3.7,2.575,1.75,7.75
2.0,4.0,1.0,4.0,4.15,2.125,2.125,9.625
2.0,3.0,1.0,4.0,4.15,2.575,1.0,9.25
1.0,3.0,4.0,5.5,3.25,1.675,1.75,7.375
1.0,4.0,1.0,1.75,4.6,1.9,2.125,8.875
1.0,2.0,4.0,3.625,4.15,2.125,1.75,9.625
1.0,4.0,1.0,4.375,4.6,1.675,2.125,8.875
1.0,3.0,4.0,3.25,3.7,2.35,1.375,7.0
2.0,2.0,4.0,3.25,3.7,2.8,2.125,7.75
2.0,4.0,3.0,3.25,4.15,2.35,1.0,7.0
1.0,3.0,1.0,3.625,3.25,2.575,1.375,7.75
2.0,5.0,2.0,3.625,4.15,2.35,4.375,7.0
1.0,3.0,2.0,2.5,4.6,3.6999999999999997,1.75,7.75
2.0,2.0,1.0,3.25,5.05,2.125,1.75,8.5
1.0,3.0,1.0,4.0,3.7,1.9,1.375,8.125
1.0,3.0,1.0,2.875,4.6,2.35,7.375,8.125
1.0,2.0,2.0,4.0,4.15,2.125,1.375,7.75
2.0,3.0,4.0,4.0,5.05,2.35,1.75,7.75
1.0,3.0,2.0,3.25,4.15,2.35,1.75,7.75
2.0,3.0,1.0,2.875,4.6,3.025,2.125,8.5
2.0,3.0,1.0,2.5,4.15,3.025,2.125,7.375
2.0,3.0,1.0,2.5,3.7,2.35,2.125,9.25
1.0,2.0,4.0,4.0,6.4,4.6,2.125,8.125
2.0,2.0,4.0,5.125,4.6,3.6999999999999997,4.375,7.75
1.0,3.0,1.0,4.0,5.05,1.9,1.75,7.375
2.0,1.0,2.0,3.625,4.6,2.35,1.75,8.875
2.0,3.0,2.0,2.875,3.7,3.6999999999999997,1.75,8.5
2.0,3.0,2.0,3.25,4.15,2.35,1.75,7.75
2.0,4.0,2.0,3.625,5.5,2.8,2.125,6.625
1.0,4.0,2.0,2.5,4.6,2.35,2.125,9.25
2.0,2.0,1.0,2.5,4.15,2.125,2.125,7.75
1.0,3.0,4.0,2.875,3.25,2.125,2.125,8.875
2.0,3.0,4.0,6.625,3.25,4.15,6.625,8.125
1.0,4.0,1.0,4.0,3.7,2.8,2.125,7.75
2.0,4.0,3.0,3.625,4.6,2.125,2.125,10.0
1.0,3.0,2.0,5.875,4.6,2.125,1.75,7.375
2.0,4.0,1.0,4.375,4.15,1.675,2.125,9.625
1.0,4.0,3.0,3.25,5.5,1.9,1.75,8.125
1.0,3.0,3.0,2.875,5.05,1.9,1.75,8.5
2.0,4.0,1.0,4.0,4.6,2.125,1.375,8.875
2.0,3.0,1.0,2.125,6.85,5.2749999999999995,2.125,7.75
1.0,2.0,1.0,4.0,4.6,2.35,1.75,8.5
1.0,5.0,1.0,4.0,2.35,2.575,1.375,8.125
1.0,4.0,1.0,4.0,2.35,2.35,2.125,8.125
1.0,3.0,1.0,3.25,3.25,2.8,1.75,8.875
2.0,2.0,4.0,1.375,5.05,2.125,1.375,7.75
2.0,3.0,1.0,4.0,4.6,2.125,1.75,9.25
2.0,4.0,4.0,3.625,4.15,2.125,2.125,8.125
1.0,4.0,1.0,3.625,4.6,2.575,1.375,7.75
1.0,2.0,2.0,2.5,4.15,2.125,2.125,8.875
1.0,3.0,1.0,3.625,4.6,2.125,2.125,7.375
2.0,3.0,1.0,2.5,4.6,2.35,1.75,9.25
2.0,1.0,1.0,3.25,4.15,1.9,2.125,8.125
