,AND,ARG,AUS,BFA,BGR,BRA,CAN,CHL,CHN,CYP,DEU,EGY,ETH,FRA,GBR,GEO,GHA,GTM,HUN,IDN,IND,IRN,IRQ,ITA,MAR,MDA,MEX,MLI,MYS,NOR,POL,ROU,RWA,SRB,SVN,SWE,THA,TTO,TWN,URY,USA,VNM,ZMB
DEU,0.01798287406563759,0.03554728254675865,0.0051332637667655945,0.0051332637667655945,0.02091050148010254,0.0051332637667655945,0.04277545213699341,0.026590675115585327,0.02247384935617447,0.03472644090652466,0.0,0.0051332637667655945,0.016641102731227875,0.004910796880722046,0.03032252937555313,0.0051332637667655945,0.019163496792316437,0.02840432897210121,0.012281075119972229,0.017984837293624878,0.022847425192594528,0.02505049854516983,0.01437283307313919,0.015384763479232788,0.02730492129921913,0.008462963625788689,0.007593221962451935,0.06182391941547394,0.0051332637667655945,0.0051332637667655945,0.011296704411506653,0.0051332637667655945,0.0051332637667655945,0.021404366940259933,0.0051332637667655945,0.01261185109615326,0.0051332637667655945,0.018554173409938812,0.012872681021690369,0.0274328775703907,0.052491724491119385,0.038821741938591,0.0072694383561611176
EGY,0.01798287406563759,0.03554728254675865,0.0038462579250335693,0.0030450858175754547,0.02091050148010254,0.005005683749914169,0.04277545213699341,0.026590675115585327,0.02247384935617447,0.03472644090652466,0.0051332637667655945,0.0,0.01733921840786934,0.007222063839435577,0.03032252937555313,0.0,0.019163496792316437,0.02840432897210121,0.012281075119972229,0.017984837293624878,0.022847425192594528,0.02505049854516983,0.0159749798476696,0.015384763479232788,0.02730492129921913,0.009581692516803741,0.007983516901731491,0.06182391941547394,0.0,0.004299789667129517,0.011296704411506653,0.0,0.0,0.021404366940259933,0.0,0.01261185109615326,0.0,0.018554173409938812,0.013188716024160385,0.0274328775703907,0.052491724491119385,0.038821741938591,0.0072694383561611176
ETH,0.01798287406563759,0.03554728254675865,0.01733921840786934,0.01733921840786934,0.02091050148010254,0.01733921840786934,0.04277545213699341,0.026590675115585327,0.02247384935617447,0.03472644090652466,0.016641102731227875,0.01733921840786934,0.0,0.01625072956085205,0.03032252937555313,0.01733921840786934,0.019163496792316437,0.02840432897210121,0.01733921840786934,0.017984837293624878,0.022847425192594528,0.02505049854516983,0.009343147277832031,0.01733921840786934,0.021758809685707092,0.016211293637752533,0.016608059406280518,0.06182391941547394,0.01733921840786934,0.01733921840786934,0.01733921840786934,0.01733921840786934,0.01733921840786934,0.021404366940259933,0.01733921840786934,0.01733921840786934,0.01733921840786934,0.018554173409938812,0.013402879238128662,0.027240514755249023,0.052491724491119385,0.038821741938591,0.01733921840786934
FRA,0.01798287406563759,0.03554728254675865,0.007222063839435577,0.007222063839435577,0.02091050148010254,0.007162176072597504,0.04277545213699341,0.026590675115585327,0.02247384935617447,0.03472644090652466,0.004910796880722046,0.007222063839435577,0.01625072956085205,0.0,0.03032252937555313,0.007222063839435577,0.019163496792316437,0.02840432897210121,0.012281075119972229,0.017984837293624878,0.022847425192594528,0.02505049854516983,0.010644979774951935,0.015384763479232788,0.02730492129921913,0.009581692516803741,0.007593221962451935,0.06182391941547394,0.007222063839435577,0.007222063839435577,0.011296704411506653,0.007222063839435577,0.007222063839435577,0.021404366940259933,0.007222063839435577,0.01261185109615326,0.007222063839435577,0.018554173409938812,0.01126590371131897,0.0274328775703907,0.052491724491119385,0.038821741938591,0.0072694383561611176
GBR,0.03032252937555313,0.02439361810684204,0.03032252937555313,0.03032252937555313,0.02439361810684204,0.03032252937555313,0.041354790329933167,0.03032252937555313,0.02439361810684204,0.031251102685928345,0.03032252937555313,0.03032252937555313,0.03032252937555313,0.03032252937555313,0.0,0.03032252937555313,0.03032252937555313,0.02439361810684204,0.03032252937555313,0.02439361810684204,0.03032252937555313,0.03032252937555313,0.03032252937555313,0.03032252937555313,0.03032252937555313,0.03032252937555313,0.03032252937555313,0.06042036414146423,0.03032252937555313,0.03032252937555313,0.02908693253993988,0.03032252937555313,0.03032252937555313,0.030275344848632812,0.03032252937555313,0.03032252937555313,0.03032252937555313,0.03032252937555313,0.03032252937555313,0.0274328775703907,0.052491724491119385,0.038821741938591,0.03032252937555313
GEO,0.01798287406563759,0.03554728254675865,0.0038462579250335693,0.0030450858175754547,0.02091050148010254,0.005005683749914169,0.04277545213699341,0.026590675115585327,0.02247384935617447,0.03472644090652466,0.0051332637667655945,0.0,0.01733921840786934,0.007222063839435577,0.03032252937555313,0.0,0.019163496792316437,0.02840432897210121,0.012281075119972229,0.017984837293624878,0.022847425192594528,0.02505049854516983,0.0159749798476696,0.015384763479232788,0.02730492129921913,0.009581692516803741,0.007983516901731491,0.06182391941547394,0.0,0.004299789667129517,0.011296704411506653,0.0,0.0,0.021404366940259933,0.0,0.01261185109615326,0.0,0.018554173409938812,0.013188716024160385,0.0274328775703907,0.052491724491119385,0.038821741938591,0.0072694383561611176
GHA,0.01075185090303421,0.03554728254675865,0.019163496792316437,0.019163496792316437,0.02091050148010254,0.019163496792316437,0.04277545213699341,0.026590675115585327,0.02247384935617447,0.03472644090652466,0.019163496792316437,0.019163496792316437,0.019163496792316437,0.019163496792316437,0.03032252937555313,0.019163496792316437,0.0,0.02840432897210121,0.018110230565071106,0.017984837293624878,0.020256996154785156,0.02505049854516983,0.019163496792316437,0.019163496792316437,0.024378173053264618,0.019163496792316437,0.019163496792316437,0.06182391941547394,0.019163496792316437,0.019163496792316437,0.015562862157821655,0.019163496792316437,0.019163496792316437,0.018188707530498505,0.019163496792316437,0.019163496792316437,0.019163496792316437,0.015818476676940918,0.01801861822605133,0.019152380526065826,0.052491724491119385,0.038821741938591,0.019163496792316437
GTM,0.02840432897210121,0.015452239662408829,0.02840432897210121,0.02840432897210121,0.026025645434856415,0.02840432897210121,0.04277545213699341,0.02840432897210121,0.016789503395557404,0.03472644090652466,0.02840432897210121,0.02840432897210121,0.02840432897210121,0.02840432897210121,0.02439361810684204,0.02840432897210121,0.02840432897210121,0.0,0.02840432897210121,0.019643336534500122,0.022259533405303955,0.02840432897210121,0.02840432897210121,0.02840432897210121,0.02840432897210121,0.02840432897210121,0.02840432897210121,0.06182391941547394,0.02840432897210121,0.02840432897210121,0.02840432897210121,0.02840432897210121,0.02840432897210121,0.020929135382175446,0.02840432897210121,0.02840432897210121,0.02840432897210121,0.023356422781944275,0.02840432897210121,0.0274328775703907,0.052491724491119385,0.038821741938591,0.024055175483226776
HUN,0.015698768198490143,0.03554728254675865,0.012281075119972229,0.012281075119972229,0.02091050148010254,0.012281075119972229,0.04277545213699341,0.026590675115585327,0.018929287791252136,0.03472644090652466,0.012281075119972229,0.012281075119972229,0.01733921840786934,0.012281075119972229,0.03032252937555313,0.012281075119972229,0.018110230565071106,0.02840432897210121,0.0,0.017984837293624878,0.020256996154785156,0.02505049854516983,0.0159749798476696,0.015384763479232788,0.02730492129921913,0.012281075119972229,0.012281075119972229,0.06182391941547394,0.012281075119972229,0.012281075119972229,0.012281075119972229,0.012281075119972229,0.012281075119972229,0.021404366940259933,0.012281075119972229,0.01261185109615326,0.012281075119972229,0.015818476676940918,0.013188716024160385,0.0274328775703907,0.052491724491119385,0.038821741938591,0.012281075119972229
IDN,0.017984837293624878,0.03078385442495346,0.017984837293624878,0.017984837293624878,0.02091050148010254,0.017984837293624878,0.04277545213699341,0.013515301048755646,0.01501348614692688,0.028600305318832397,0.017984837293624878,0.017984837293624878,0.017984837293624878,0.017984837293624878,0.02439361810684204,0.017984837293624878,0.017984837293624878,0.019643336534500122,0.017984837293624878,0.0,0.020256996154785156,0.02505049854516983,0.017984837293624878,0.017984837293624878,0.02730492129921913,0.017984837293624878,0.017984837293624878,0.06182391941547394,0.017984837293624878,0.017984837293624878,0.017984837293624878,0.017984837293624878,0.017984837293624878,0.018188707530498505,0.017984837293624878,0.017984837293624878,0.017984837293624878,0.017984837293624878,0.017984837293624878,0.0274328775703907,0.052491724491119385,0.038821741938591,0.017984837293624878
IND,0.019799184054136276,0.03375375270843506,0.022847425192594528,0.022847425192594528,0.022847425192594528,0.022847425192594528,0.04277545213699341,0.026590675115585327,0.020256996154785156,0.03472644090652466,0.022847425192594528,0.022847425192594528,0.022847425192594528,0.022847425192594528,0.03032252937555313,0.022847425192594528,0.020256996154785156,0.022259533405303955,0.020256996154785156,0.020256996154785156,0.0,0.02505049854516983,0.020660288631916046,0.022847425192594528,0.022847425192594528,0.022847425192594528,0.022847425192594528,0.06182391941547394,0.022847425192594528,0.022847425192594528,0.021684125065803528,0.022847425192594528,0.022847425192594528,0.020256996154785156,0.022847425192594528,0.022847425192594528,0.022847425192594528,0.020256996154785156,0.019799184054136276,0.020256996154785156,0.052491724491119385,0.038821741938591,0.022847425192594528
IRN,0.02505049854516983,0.03554728254675865,0.02505049854516983,0.02505049854516983,0.02505049854516983,0.02505049854516983,0.03738218545913696,0.02568642795085907,0.022931110113859177,0.03472644090652466,0.02505049854516983,0.02505049854516983,0.02505049854516983,0.02505049854516983,0.03032252937555313,0.02505049854516983,0.02505049854516983,0.02840432897210121,0.02505049854516983,0.02505049854516983,0.02505049854516983,0.0,0.02505049854516983,0.02505049854516983,0.02505049854516983,0.02505049854516983,0.02505049854516983,0.0504402220249176,0.02505049854516983,0.02505049854516983,0.02505049854516983,0.02505049854516983,0.02505049854516983,0.02505049854516983,0.02505049854516983,0.02505049854516983,0.02505049854516983,0.02505049854516983,0.02505049854516983,0.02505049854516983,0.03766524791717529,0.02804512530565262,0.02505049854516983
IRQ,0.017002232372760773,0.03554728254675865,0.0159749798476696,0.0159749798476696,0.02091050148010254,0.014082401990890503,0.04277545213699341,0.026590675115585327,0.02247384935617447,0.03472644090652466,0.01437283307313919,0.0159749798476696,0.009343147277832031,0.010644979774951935,0.03032252937555313,0.0159749798476696,0.019163496792316437,0.02840432897210121,0.0159749798476696,0.017984837293624878,0.020660288631916046,0.02505049854516983,0.0,0.015384763479232788,0.019531764090061188,0.0159749798476696,0.010644979774951935,0.06182391941547394,0.0159749798476696,0.0159749798476696,0.013239890336990356,0.0159749798476696,0.0159749798476696,0.021254003047943115,0.0159749798476696,0.015027105808258057,0.0159749798476696,0.0159749798476696,0.01126590371131897,0.019269824028015137,0.052491724491119385,0.038821741938591,0.0159749798476696
ITA,0.01798287406563759,0.03490997105836868,0.015384763479232788,0.015384763479232788,0.02091050148010254,0.015384763479232788,0.04277545213699341,0.026590675115585327,0.02247384935617447,0.03472644090652466,0.015384763479232788,0.015384763479232788,0.01733921840786934,0.015384763479232788,0.03032252937555313,0.015384763479232788,0.019163496792316437,0.02840432897210121,0.015384763479232788,0.017984837293624878,0.022847425192594528,0.02505049854516983,0.015384763479232788,0.0,0.02730492129921913,0.015384763479232788,0.015384763479232788,0.06182391941547394,0.015384763479232788,0.015384763479232788,0.015384763479232788,0.015384763479232788,0.015384763479232788,0.021404366940259933,0.015384763479232788,0.015384763479232788,0.015384763479232788,0.018554173409938812,0.015384763479232788,0.0274328775703907,0.052491724491119385,0.038821741938591,0.015384763479232788
MAR,0.02678963541984558,0.03554728254675865,0.02730492129921913,0.02730492129921913,0.02690640091896057,0.02730492129921913,0.04277545213699341,0.02730492129921913,0.02730492129921913,0.03472644090652466,0.02730492129921913,0.02730492129921913,0.021758809685707092,0.02730492129921913,0.03032252937555313,0.02730492129921913,0.024378173053264618,0.02840432897210121,0.02730492129921913,0.02730492129921913,0.022847425192594528,0.02505049854516983,0.019531764090061188,0.02730492129921913,0.0,0.02730492129921913,0.02730492129921913,0.06182391941547394,0.02730492129921913,0.026042982935905457,0.01948384940624237,0.02730492129921913,0.02730492129921913,0.019266992807388306,0.02730492129921913,0.02730492129921913,0.02730492129921913,0.02730492129921913,0.02730492129921913,0.01854928955435753,0.052491724491119385,0.038821741938591,0.02730492129921913
MDA,0.01798287406563759,0.03554728254675865,0.009581692516803741,0.009581692516803741,0.02091050148010254,0.009581692516803741,0.04277545213699341,0.026590675115585327,0.02247384935617447,0.03472644090652466,0.008462963625788689,0.009581692516803741,0.016211293637752533,0.009581692516803741,0.03032252937555313,0.009581692516803741,0.019163496792316437,0.02840432897210121,0.012281075119972229,0.017984837293624878,0.022847425192594528,0.02505049854516983,0.0159749798476696,0.015384763479232788,0.02730492129921913,0.0,0.008462963625788689,0.06182391941547394,0.009581692516803741,0.009581692516803741,0.011296704411506653,0.009581692516803741,0.009581692516803741,0.021404366940259933,0.009581692516803741,0.009581692516803741,0.009581692516803741,0.018554173409938812,0.013188716024160385,0.0274328775703907,0.052491724491119385,0.038821741938591,0.009581692516803741
MEX,0.01798287406563759,0.03554728254675865,0.007983516901731491,0.007983516901731491,0.02091050148010254,0.007593221962451935,0.04277545213699341,0.026590675115585327,0.02247384935617447,0.03472644090652466,0.007593221962451935,0.007983516901731491,0.016608059406280518,0.007593221962451935,0.03032252937555313,0.007983516901731491,0.019163496792316437,0.02840432897210121,0.012281075119972229,0.017984837293624878,0.022847425192594528,0.02505049854516983,0.010644979774951935,0.015384763479232788,0.02730492129921913,0.008462963625788689,0.0,0.06182391941547394,0.007983516901731491,0.007983516901731491,0.010149382054805756,0.007983516901731491,0.007983516901731491,0.021404366940259933,0.007983516901731491,0.01261185109615326,0.007983516901731491,0.018554173409938812,0.01126590371131897,0.0274328775703907,0.052491724491119385,0.038821741938591,0.007983516901731491
MLI,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.04787978529930115,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06042036414146423,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.0504402220249176,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.0,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.06182391941547394,0.043586499989032745,0.05913379043340683,0.06182391941547394
MYS,0.01798287406563759,0.03554728254675865,0.0038462579250335693,0.0030450858175754547,0.02091050148010254,0.005005683749914169,0.04277545213699341,0.026590675115585327,0.02247384935617447,0.03472644090652466,0.0051332637667655945,0.0,0.01733921840786934,0.007222063839435577,0.03032252937555313,0.0,0.019163496792316437,0.02840432897210121,0.012281075119972229,0.017984837293624878,0.022847425192594528,0.02505049854516983,0.0159749798476696,0.015384763479232788,0.02730492129921913,0.009581692516803741,0.007983516901731491,0.06182391941547394,0.0,0.004299789667129517,0.011296704411506653,0.0,0.0,0.021404366940259933,0.0,0.01261185109615326,0.0,0.018554173409938812,0.013188716024160385,0.0274328775703907,0.052491724491119385,0.038821741938591,0.0072694383561611176
NOR,0.01798287406563759,0.03554728254675865,0.004299789667129517,0.004299789667129517,0.02091050148010254,0.005005683749914169,0.04277545213699341,0.026590675115585327,0.02247384935617447,0.03293977677822113,0.0051332637667655945,0.004299789667129517,0.01733921840786934,0.007222063839435577,0.03032252937555313,0.004299789667129517,0.019163496792316437,0.02840432897210121,0.012281075119972229,0.017984837293624878,0.022847425192594528,0.02505049854516983,0.0159749798476696,0.015384763479232788,0.026042982935905457,0.009581692516803741,0.007983516901731491,0.06182391941547394,0.004299789667129517,0.0,0.011296704411506653,0.004299789667129517,0.004299789667129517,0.021404366940259933,0.004299789667129517,0.01261185109615326,0.004299789667129517,0.018554173409938812,0.013188716024160385,0.0274328775703907,0.052491724491119385,0.038821741938591,0.0072694383561611176
POL,0.015613079071044922,0.03554728254675865,0.011296704411506653,0.010149382054805756,0.02091050148010254,0.011296704411506653,0.04277545213699341,0.026590675115585327,0.02247384935617447,0.03472644090652466,0.011296704411506653,0.011296704411506653,0.01733921840786934,0.011296704411506653,0.02908693253993988,0.011296704411506653,0.015562862157821655,0.02840432897210121,0.012281075119972229,0.017984837293624878,0.021684125065803528,0.02505049854516983,0.013239890336990356,0.015384763479232788,0.01948384940624237,0.011296704411506653,0.010149382054805756,0.06182391941547394,0.011296704411506653,0.011296704411506653,0.0,0.011296704411506653,0.011296704411506653,0.018188707530498505,0.011296704411506653,0.01261185109615326,0.011296704411506653,0.018554173409938812,0.01126590371131897,0.020308934152126312,0.052491724491119385,0.038821741938591,0.010149382054805756
ROU,0.01798287406563759,0.03554728254675865,0.0038462579250335693,0.0030450858175754547,0.02091050148010254,0.005005683749914169,0.04277545213699341,0.026590675115585327,0.02247384935617447,0.03472644090652466,0.0051332637667655945,0.0,0.01733921840786934,0.007222063839435577,0.03032252937555313,0.0,0.019163496792316437,0.02840432897210121,0.012281075119972229,0.017984837293624878,0.022847425192594528,0.02505049854516983,0.0159749798476696,0.015384763479232788,0.02730492129921913,0.009581692516803741,0.007983516901731491,0.06182391941547394,0.0,0.004299789667129517,0.011296704411506653,0.0,0.0,0.021404366940259933,0.0,0.01261185109615326,0.0,0.018554173409938812,0.013188716024160385,0.0274328775703907,0.052491724491119385,0.038821741938591,0.0072694383561611176
RWA,0.01798287406563759,0.03554728254675865,0.0038462579250335693,0.0030450858175754547,0.02091050148010254,0.005005683749914169,0.04277545213699341,0.026590675115585327,0.02247384935617447,0.03472644090652466,0.0051332637667655945,0.0,0.01733921840786934,0.007222063839435577,0.03032252937555313,0.0,0.019163496792316437,0.02840432897210121,0.012281075119972229,0.017984837293624878,0.022847425192594528,0.02505049854516983,0.0159749798476696,0.015384763479232788,0.02730492129921913,0.009581692516803741,0.007983516901731491,0.06182391941547394,0.0,0.004299789667129517,0.011296704411506653,0.0,0.0,0.021404366940259933,0.0,0.01261185109615326,0.0,0.018554173409938812,0.013188716024160385,0.0274328775703907,0.052491724491119385,0.038821741938591,0.0072694383561611176
SRB,0.018188707530498505,0.029661744832992554,0.021404366940259933,0.021404366940259933,0.021404366940259933,0.021404366940259933,0.04277545213699341,0.026590675115585327,0.021404366940259933,0.03472644090652466,0.021404366940259933,0.021404366940259933,0.021404366940259933,0.021404366940259933,0.030275344848632812,0.021404366940259933,0.018188707530498505,0.020929135382175446,0.021404366940259933,0.018188707530498505,0.020256996154785156,0.02505049854516983,0.021254003047943115,0.021404366940259933,0.019266992807388306,0.021404366940259933,0.021404366940259933,0.06182391941547394,0.021404366940259933,0.021404366940259933,0.018188707530498505,0.021404366940259933,0.021404366940259933,0.0,0.021404366940259933,0.021404366940259933,0.021404366940259933,0.01831948012113571,0.021404366940259933,0.01799933612346649,0.052491724491119385,0.038821741938591,0.021404366940259933
SVN,0.01798287406563759,0.03554728254675865,0.0038462579250335693,0.0030450858175754547,0.02091050148010254,0.005005683749914169,0.04277545213699341,0.026590675115585327,0.02247384935617447,0.03472644090652466,0.0051332637667655945,0.0,0.01733921840786934,0.007222063839435577,0.03032252937555313,0.0,0.019163496792316437,0.02840432897210121,0.012281075119972229,0.017984837293624878,0.022847425192594528,0.02505049854516983,0.0159749798476696,0.015384763479232788,0.02730492129921913,0.009581692516803741,0.007983516901731491,0.06182391941547394,0.0,0.004299789667129517,0.011296704411506653,0.0,0.0,0.021404366940259933,0.0,0.01261185109615326,0.0,0.018554173409938812,0.013188716024160385,0.0274328775703907,0.052491724491119385,0.038821741938591,0.0072694383561611176
